goos: linux
goarch: amd64
pkg: github.com/ethereum/go-ethereum/core/vm
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_41-Gas=600-24                                            	  186592	     32214 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_42-Gas=600-24                                            	  184735	     32251 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_43-Gas=600-24                                            	  189390	     31994 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_44-Gas=600-24                                            	  185037	     32441 ns/op	       600 gas/op	        18.5 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_45-Gas=600-24                                            	  186536	     31890 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_46-Gas=600-24                                            	  187156	     32114 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_47-Gas=600-24                                            	  185686	     32025 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_48-Gas=600-24                                            	  184094	     32100 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_49-Gas=600-24                                            	  192080	     32033 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_50-Gas=600-24                                            	  184610	     32380 ns/op	       600 gas/op	        18.5 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_51-Gas=600-24                                            	  188570	     31479 ns/op	       600 gas/op	        19.1 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_52-Gas=600-24                                            	  190131	     32212 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_53-Gas=600-24                                            	  186200	     31523 ns/op	       600 gas/op	        19.0 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_54-Gas=600-24                                            	  188001	     31904 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_55-Gas=600-24                                            	  190388	     31383 ns/op	       600 gas/op	        19.1 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_56-Gas=600-24                                            	  184695	     32278 ns/op	       600 gas/op	        18.6 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_57-Gas=600-24                                            	  186147	     32359 ns/op	       600 gas/op	        18.5 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_58-Gas=600-24                                            	  184045	     32522 ns/op	       600 gas/op	        18.4 mgas/s	    1616 B/op	      27 allocs/op
